UUID        = fd9a3a45-96e6-41a9-b8de-f65a3629399f
     20272387     ECG3   1361 
     20272388     ECG3   1361 
     20272389     ECG3   1361 
     20272390     ECG3   1361 
     20272391     ECG3   1361 
     20272392     ECG3   1361 
     20272393     ECG3   1361 
     20272354     ECG4   2857 
     20272355     ECG4   2857 
     20272356     ECG4   2857 
     20272357     ECG4   2857 
     20272358     ECG4   2857 
     20272359     ECG4   2857 
     20272360     ECG4   2857 
     20272361     ECG4   2857 
     20272362     ECG4   2857 
     20272363     ECG4   2857 
     20272364     ECG4   2857 
     20272365     ECG4   2857 
     20272366     ECG4   2857 
     20272367     ECG4   2857 
     20272368     ECG4   2857 
     20272369     ECG4   2857 
     20272370     ECG4   2857 
     20272371     ECG4   2857 
     20272372     ECG4   2857 
     20272373     ECG4   2857 
     20272374     ECG4   2857 
     20272375     ECG4   2857 
     20272376     ECG4   2857 
     20272377     ECG4   2857 
     20272378     ECG4   2857 
     20272379     ECG4   2857 
     20272380     ECG4   2857 
     20272381     ECG4   2857 
     20272382     ECG4   2857 
     20272383     ECG4   2857 
     20272384     ECG4   2857 
     20272385     ECG4   2857 
     20272386     ECG4   2857 
     20272387     ECG4   2857 
     20272388     ECG4   2857 
     20272389     ECG4   2857 
     20272390     ECG4   2857 
     20272391     ECG4   2857 
     20272392     ECG4   2857 
     20272393     ECG4   2857 
     20272394     ECG1   3676 
     20272395     ECG1   3676 
     20272396     ECG1   3676 
     20272397     ECG1   3676 
     20272398     ECG1   3676 
     20272399     ECG1   3676 
     20272400     ECG1   3676 
     20272401     ECG1   3676 
     20272402     ECG1   3676 
     20272403     ECG1   3676 
     20272404     ECG1   3676 
     20272405     ECG1   3676 
     20272406     ECG1   3676 
     20272407     ECG1   3676 
     20272408     ECG1   3676 
     20272409     ECG1   3676 
     20272410     ECG1   3676 
     20272411     ECG1   3676 
     20272412     ECG1   3676 
     20272413     ECG1   3676 
     20272414     ECG1   3676 
     20272415     ECG1   3676 
     20272416     ECG1   3676 
     20272417     ECG1   3676 
     20272418     ECG1   3676 
     20272419     ECG1   3676 
     20272420     ECG1   3676 
     20272421     ECG1   3676 
     20272422     ECG1   3676 
     20272423     ECG1   3676 
     20272424     ECG1   3676 
     20272425     ECG1   3676 
     20272426     ECG1   3676 
     20272427     ECG1   3676 
     20272428     ECG1   3676 
     20272429     ECG1   3676 
     20272430     ECG1   3676 
     20272431     ECG1   3676 
     20272432     ECG1   3676 
     20272433     ECG1   3676 
     20272394     ECG2   3973 
     20272395     ECG2   3973 
     20272396     ECG2   3973 
     20272397     ECG2   3973 
     20272398     ECG2   3973 
     20272399     ECG2   3973 
     20272400     ECG2   3973 
     20272401     ECG2   3973 
     20272402     ECG2   3973 
     20272403     ECG2   3973 
     20272404     ECG2   3973 
     20272405     ECG2   3973 
     20272406     ECG2   3973 
     20272407     ECG2   3973 
     20272408     ECG2   3973 
     20272409     ECG2   3973 
     20272410     ECG2   3973 
     20272411     ECG2   3973 
     20272412     ECG2   3973 
     20272413     ECG2   3973 
     20272414     ECG2   3973 
     20272415     ECG2   3973 
     20272416     ECG2   3973 
     20272417     ECG2   3973 
     20272418     ECG2   3973 
     20272419     ECG2   3973 
     20272420     ECG2   3973 
     20272421     ECG2   3973 
     20272422     ECG2   3973 
     20272423     ECG2   3973 
     20272424     ECG2   3973 
     20272425     ECG2   3973 
     20272426     ECG2   3973 
     20272427     ECG2   3973 
     20272428     ECG2   3973 
     20272429     ECG2   3973 
     20272430     ECG2   3973 
     20272431     ECG2   3973 
     20272432     ECG2   3973 
     20272433     ECG2   3973 
     20272394     ECG3   1361 
     20272395     ECG3   1361 
     20272396     ECG3   1361 
     20272397     ECG3   1361 
     20272398     ECG3   1361 
     20272399     ECG3   1361 
     20272400     ECG3   1361 
     20272401     ECG3   1361 
     20272402     ECG3   1361 
     20272403     ECG3   1361 
     20272404     ECG3   1361 
     20272405     ECG3   1361 
     20272406     ECG3   1361 
     20272407     ECG3   1361 
     20272408     ECG3   1361 
     20272409     ECG3   1361 
     20272410     ECG3   1361 
     20272411     ECG3   1361 
     20272412     ECG3   1361 
     20272413     ECG3   1361 
     20272414     ECG3   1361 
     20272415     ECG3   1361 
     20272416     ECG3   1361 
     20272417     ECG3   1361 
     20272418     ECG3   1361 
     20272419     ECG3   1361 
     20272420     ECG3   1361 
     20272421     ECG3   1361 
     20272422     ECG3   1361 
     20272423     ECG3   1361 
     20272424     ECG3   1361 
     20272425     ECG3   1361 
     20272426     ECG3   1361 
     20272427     ECG3   1361 
     20272428     ECG3   1361 
     20272429     ECG3   1361 
     20272430     ECG3   1361 
     20272431     ECG3   1361 
     20272432     ECG3   1361 
     20272433     ECG3   1361 
     20272394     ECG4   2857 
     20272395     ECG4   2857 
     20272396     ECG4   2857 
     20272397     ECG4   2857 
     20272398     ECG4   2857 
     20272399     ECG4   2857 
     20272400     ECG4   2857 
     20272401     ECG4   2857 
     20272402     ECG4   2857 
     20272403     ECG4   2857 
     20272404     ECG4   2857 
     20272405     ECG4   2857 
     20272406     ECG4   2857 
     20272407     ECG4   2857 
     20272408     ECG4   2857 
     20272409     ECG4   2857 
     20272410     ECG4   2857 
     20272411     ECG4   2857 
     20272412     ECG4   2857 
     20272413     ECG4   2857 
     20272414     ECG4   2857 
     20272415     ECG4   2857 
     20272416     ECG4   2857 
     20272417     ECG4   2857 
     20272418     ECG4   2857 
     20272419     ECG4   2857 
     20272420     ECG4   2857 
     20272421     ECG4   2857 
     20272422     ECG4   2857 
     20272423     ECG4   2857 
     20272424     ECG4   2857 
     20272425     ECG4   2857 
     20272426     ECG4   2857 
     20272427     ECG4   2857 
     20272428     ECG4   2857 
     20272429     ECG4   2857 
     20272430     ECG4   2857 
     20272431     ECG4   2857 
     20272432     ECG4   2857 
     20272433     ECG4   2857 
     20272434     ECG1   3676 
     20272435     ECG1   3676 
     20272436     ECG1   3676 
     20272437     ECG1   3676 
     20272438     ECG1   3676 
     20272439     ECG1   3676 
     20272440     ECG1   3676 
     20272441     ECG1   3676 
     20272442     ECG1   3676 
     20272443     ECG1   3676 
     20272444     ECG1   3676 
     20272445     ECG1   3676 
     20272446     ECG1   3676 
     20272447     ECG1   3676 
     20272448     ECG1   3676 
     20272449     ECG1   3676 
     20272450     ECG1   3676 
     20272451     ECG1   3676 
     20272452     ECG1   3676 
     20272453     ECG1   3676 
     20272454     ECG1   3676 
     20272455     ECG1   3676 
     20272456     ECG1   3676 
     20272457     ECG1   3676 
     20272458     ECG1   3676 
     20272459     ECG1   3676 
     20272460     ECG1   3676 
     20272461     ECG1   3676 
     20272462     ECG1   3676 
     20272463     ECG1   3676 
     20272464     ECG1   3676 
     20272465     ECG1   3676 
     20272466     ECG1   3676 
     20272467     ECG1   3676 
     20272468     ECG1   3676 
     20272469     ECG1   3676 
     20272470     ECG1   3676 
     20272471     ECG1   3676 
     20272472     ECG1   3676 
     20272473     ECG1   3676 
     20272434     ECG2   3973 
     20272435     ECG2   3973 
     20272436     ECG2   3973 
     20272437     ECG2   3973 
     20272438     ECG2   3973 
     20272439     ECG2   3973 
     20272440     ECG2   3973 
     20272441     ECG2   3973 
     20272442     ECG2   3973 
     20272443     ECG2   3973 
     20272444     ECG2   3973 
     20272445     ECG2   3973 
     20272446     ECG2   3973 
     20272447     ECG2   3973 
     20272448     ECG2   3973 
     20272449     ECG2   3973 
     20272450     ECG2   3973 
     20272451     ECG2   3973 
     20272452     ECG2   3973 
     20272453     ECG2   3973 
     20272454     ECG2   3973 
     20272455     ECG2   3973 
     20272456     ECG2   3973 
     20272457     ECG2   3973 
     20272458     ECG2   3973 
     20272459     ECG2   3973 
     20272460     ECG2   3973 
     20272461     ECG2   3973 
     20272462     ECG2   3973 
     20272463     ECG2   3973 
     20272464     ECG2   3973 
     20272465     ECG2   3973 
     20272466     ECG2   3973 
     20272467     ECG2   3973 
     20272468     ECG2   3973 
     20272469     ECG2   3973 
     20272470     ECG2   3973 
     20272471     ECG2   3973 
     20272472     ECG2   3973 
     20272473     ECG2   3973 
     20272434     ECG3   1361 
     20272435     ECG3   1361 
     20272436     ECG3   1361 
     20272437     ECG3   1361 
     20272438     ECG3   1361 
     20272439     ECG3   1361 
     20272440     ECG3   1361 
     20272441     ECG3   1361 
     20272442     ECG3   1361 
     20272443     ECG3   1361 
     20272444     ECG3   1361 
     20272445     ECG3   1361 
     20272446     ECG3   1361 
     20272447     ECG3   1361 
     20272448     ECG3   1361 
     20272449     ECG3   1361 
     20272450     ECG3   1361 
     20272451     ECG3   1361 
     20272452     ECG3   1361 
     20272453     ECG3   1361 
     20272454     ECG3   1361 
     20272455     ECG3   1361 
     20272456     ECG3   1361 
     20272457     ECG3   1361 
     20272458     ECG3   1361 
     20272459     ECG3   1361 
     20272460     ECG3   1361 
     20272461     ECG3   1361 
     20272462     ECG3   1361 
     20272463     ECG3   1361 
     20272464     ECG3   1361 
     20272465     ECG3   1361 
     20272466     ECG3   1361 
     20272467     ECG3   1361 
     20272468     ECG3   1361 
     20272469     ECG3   1361 
     20272470     ECG3   1361 
     20272471     ECG3   1361 
     20272472     ECG3   1361 
     20272473     ECG3   1361 
     20272434     ECG4   2857 
     20272435     ECG4   2857 
     20272436     ECG4   2857 
     20272437     ECG4   2857 
     20272438     ECG4   2857 
     20272439     ECG4   2857 
     20272440     ECG4   2857 
     20272441     ECG4   2857 
     20272442     ECG4   2857 
     20272443     ECG4   2857 
     20272444     ECG4   2857 
     20272445     ECG4   2857 
     20272446     ECG4   2857 
     20272447     ECG4   2857 
     20272448     ECG4   2857 
     20272449     ECG4   2857 
     20272450     ECG4   2857 
     20272451     ECG4   2857 
     20272452     ECG4   2857 
     20272453     ECG4   2857 
     20272454     ECG4   2857 
     20272455     ECG4   2857 
     20272456     ECG4   2857 
     20272457     ECG4   2857 
     20272458     ECG4   2857 
     20272459     ECG4   2857 
     20272460     ECG4   2857 
     20272461     ECG4   2857 
     20272462     ECG4   2857 
     20272463     ECG4   2857 
     20272464     ECG4   2857 
     20272465     ECG4   2857 
     20272466     ECG4   2857 
     20272467     ECG4   2857 
     20272468     ECG4   2857 
     20272469     ECG4   2857 
     20272470     ECG4   2857 
     20272471     ECG4   2857 
     20272472     ECG4   2857 
     20272473     ECG4   2857 
     20272474     ECG1   3676 
     20272475     ECG1   3676 
     20272476     ECG1   3676 
     20272477     ECG1   3676 
     20272478     ECG1   3676 
     20272479     ECG1   3676 
     20272480     ECG1   3676 
     20272481     ECG1   3676 
     20272482     ECG1   3676 
     20272483     ECG1   3676 
     20272484     ECG1   3676 
     20272485     ECG1   3676 
     20272486     ECG1   3676 
     20272487     ECG1   3676 
     20272488     ECG1   3676 
     20272489     ECG1   3676 
     20272490     ECG1   3676 
     20272491     ECG1   3676 
     20272492     ECG1   3676 
     20272493     ECG1   3676 
     20272494     ECG1   3676 
     20272495     ECG1   3676 
     20272496     ECG1   3676 
     20272497     ECG1   3676 
     20272498     ECG1   3676 
     20272499     ECG1   3676 
     20272500     ECG1   3676 
     20272501     ECG1   3676 
     20272502     ECG1   3676 
     20272503     ECG1   3676 
     20272504     ECG1   3676 
     20272505     ECG1   3676 
     20272506     ECG1   3676 
     20272507     ECG1   3676 
     20272508     ECG1   3676 
     20272509     ECG1   3676 
     20272510     ECG1   3676 
     20272511     ECG1   3676 
     20272512     ECG1   3676 
     20272513     ECG1   3676 
     20272474     ECG2   3973 
     20272475     ECG2   3973 
     20272476     ECG2   3973 
     20272477     ECG2   3973 
     20272478     ECG2   3973 
     20272479     ECG2   3973 
     20272480     ECG2   3973 
     20272481     ECG2   3973 
     20272482     ECG2   3973 
     20272483     ECG2   3973 
     20272484     ECG2   3973 
     20272485     ECG2   3973 
     20272486     ECG2   3973 
     20272487     ECG2   3973 
     20272488     ECG2   3973 
     20272489     ECG2   3973 
     20272490     ECG2   3973 
     20272491     ECG2   3973 
     20272492     ECG2   3973 
     20272493     ECG2   3973 
     20272494     ECG2   3973 
     20272495     ECG2   3973 
     20272496     ECG2   3973 
     20272497     ECG2   3973 
     20272498     ECG2   3973 
     20272499     ECG2   3973 
     20272500     ECG2   3973 
     20272501     ECG2   3973 
     20272502     ECG2   3973 
     20272503     ECG2   3973 
     20272504     ECG2   3973 
     20272505     ECG2   3973 
     20272506     ECG2   3973 
     20272507     ECG2   3973 
     20272508     ECG2   3973 
     20272509     ECG2   3973 
     20272510     ECG2   3973 
     20272511     ECG2   3973 
     20272512     ECG2   3973 
     20272513     ECG2   3973 
     20272474     ECG3   1361 
     20272475     ECG3   1361 
     20272476     ECG3   1361 
     20272477     ECG3   1361 
     20272478     ECG3   1361 
     20272479     ECG3   1361 
     20272480     ECG3   1361 
     20272481     ECG3   1361 
     20272482     ECG3   1361 
     20272483     ECG3   1361 
     20272484     ECG3   1361 
     20272485     ECG3   1361 
     20272486     ECG3   1361 
     20272487     ECG3   1361 
     20272488     ECG3   1361 
     20272489     ECG3   1361 
     20272490     ECG3   1361 
     20272491     ECG3   1361 
     20272492     ECG3   1361 
     20272493     ECG3   1361 
     20272494     ECG3   1361 
     20272495     ECG3   1361 
     20272496     ECG3   1361 
     20272497     ECG3   1361 
     20272498     ECG3   1361 
     20272499     ECG3   1361 
     20272500     ECG3   1361 
     20272501     ECG3   1361 
     20272502     ECG3   1361 
     20272503     ECG3   1361 
     20272504     ECG3   1361 
     20272505     ECG3   1361 
     20272506     ECG3   1361 
     20272507     ECG3   1361 
     20272508     ECG3   1361 
     20272509     ECG3   1361 
     20272510     ECG3   1361 
     20272511     ECG3   1361 
     20272512     ECG3   1361 
     20272513     ECG3   1361 
     20272474     ECG4   2857 
     20272475     ECG4   2857 
     20272476     ECG4   2857 
     20272477     ECG4   2857 
     20272478     ECG4   2857 
     20272479     ECG4   2857 
     20272480     ECG4   2857 
     20272481     ECG4   2857 
     20272482     ECG4   2857 
     20272483     ECG4   2857 
     20272484     ECG4   2857 
     20272485     ECG4   2857 
     20272486     ECG4   2857 
     20272487     ECG4   2857 
     20272488     ECG4   2857 
     20272489     ECG4   2857 
     20272490     ECG4   2857 
     20272491     ECG4   2857 
     20272492     ECG4   2857 
     20272493     ECG4   2857 
     20272494     ECG4   2857 
     20272495     ECG4   2857 
     20272496     ECG4   2857 
     20272497     ECG4   2857 
     20272498     ECG4   2857 
     20272499     ECG4   2857 
     20272500     ECG4   2857 
     20272501     ECG4   2857 
     20272502     ECG4   2857 
     20272503     ECG4   2857 
     20272504     ECG4   2857 
     20272505     ECG4   2857 
     20272506     ECG4   2857 
     20272507     ECG4   2857 
     20272508     ECG4   2857 
     20272509     ECG4   2857 
     20272510     ECG4   2857 
     20272511     ECG4   2857 
     20272512     ECG4   2857 
     20272513     ECG4   2857 
     20272514     ECG1   3676 
     20272515     ECG1   3676 
     20272516     ECG1   3676 
     20272517     ECG1   3676 
     20272518     ECG1   3676 
     20272519     ECG1   3676 
     20272520     ECG1   3676 
     20272521     ECG1   3676 
     20272522     ECG1   3676 
     20272523     ECG1   3676 
     20272524     ECG1   3676 
     20272525     ECG1   3676 
     20272526     ECG1   3676 
     20272527     ECG1   3676 
     20272528     ECG1   3676 
     20272529     ECG1   3676 
     20272530     ECG1   3676 
     20272531     ECG1   3676 
     20272532     ECG1   3676 
     20272533     ECG1   3676 
     20272534     ECG1   3676 
     20272535     ECG1   3676 
     20272536     ECG1   3676 
     20272537     ECG1   3676 
     20272538     ECG1   3676 
     20272539     ECG1   3676 
     20272540     ECG1   3676 
     20272541     ECG1   3676 
     20272542     ECG1   3676 
     20272543     ECG1   3676 
     20272544     ECG1   3676 
     20272545     ECG1   3676 
     20272546     ECG1   3676 
     20272547     ECG1   3676 
     20272548     ECG1   3676 
     20272549     ECG1   3676 
     20272550     ECG1   3676 
     20272551     ECG1   3676 
     20272552     ECG1   3676 
     20272553     ECG1   3676 
     20272514     ECG2   3973 
     20272515     ECG2   3973 
     20272516     ECG2   3973 
     20272517     ECG2   3973 
     20272518     ECG2   3973 
     20272519     ECG2   3973 
     20272520     ECG2   3973 
     20272521     ECG2   3973 
     20272522     ECG2   3973 
     20272523     ECG2   3973 
     20272524     ECG2   3973 
     20272525     ECG2   3973 
     20272526     ECG2   3973 
     20272527     ECG2   3973 
     20272528     ECG2   3973 
     20272529     ECG2   3973 
     20272530     ECG2   3973 
     20272531     ECG2   3973 
     20272532     ECG2   3973 
     20272533     ECG2   3973 
     20272534     ECG2   3973 
     20272535     ECG2   3973 
     20272536     ECG2   3973 
     20272537     ECG2   3973 
     20272538     ECG2   3973 
     20272539     ECG2   3973 
     20272540     ECG2   3973 
     20272541     ECG2   3973 
     20272542     ECG2   3973 
     20272543     ECG2   3973 
     20272544     ECG2   3973 
     20272545     ECG2   3973 
     20272546     ECG2   3973 
     20272547     ECG2   3973 
     20272548     ECG2   3973 
     20272549     ECG2   3973 
     20272550     ECG2   3973 
     20272551     ECG2   3973 
     20272552     ECG2   3973 
     20272553     ECG2   3973 
     20272514     ECG3   1361 
     20272515     ECG3   1361 
     20272516     ECG3   1361 
     20272517     ECG3   1361 
     20272518     ECG3   1361 
     20272519     ECG3   1361 
     20272520     ECG3   1361 
     20272521     ECG3   1361 
     20272522     ECG3   1361 
     20272523     ECG3   1361 
     20272524     ECG3   1361 
     20272525     ECG3   1361 
     20272526     ECG3   1361 
     20272527     ECG3   1361 
     20272528     ECG3   1361 
     20272529     ECG3   1361 
     20272530     ECG3   1361 
     20272531     ECG3   1361 
     20272532     ECG3   1361 
     20272533     ECG3   1361 
     20272534     ECG3   1361 
     20272535     ECG3   1361 
     20272536     ECG3   1361 
     20272537     ECG3   1361 
     20272538     ECG3   1361 
     20272539     ECG3   1361 
     20272540     ECG3   1361 
     20272541     ECG3   1361 
     20272542     ECG3   1361 
     20272543     ECG3   1361 
     20272544     ECG3   1361 
     20272545     ECG3   1361 
     20272546     ECG3   1361 
     20272547     ECG3   1361 
     20272548     ECG3   1361 
     20272549     ECG3   1361 
     20272550     ECG3   1361 
     20272551     ECG3   1361 
     20272552     ECG3   1361 
     20272553     ECG3   1361 
     20272514     ECG4   2857 
     20272515     ECG4   2857 
     20272516     ECG4   2857 
     20272517     ECG4   2857 
     20272518     ECG4   2857 
     20272519     ECG4   2857 
     20272520     ECG4   2857 
     20272521     ECG4   2857 
     20272522     ECG4   2857 
     20272523     ECG4   2857 
     20272524     ECG4   2857 
     20272525     ECG4   2857 
     20272526     ECG4   2857 
     20272527     ECG4   2857 
     20272528     ECG4   2857 
     20272529     ECG4   2857 
     20272530     ECG4   2857 
     20272531     ECG4   2857 
     20272532     ECG4   2857 
     20272533     ECG4   2857 
     20272534     ECG4   2857 
     20272535     ECG4   2857 
     20272536     ECG4   2857 
     20272537     ECG4   2857 
     20272538     ECG4   2857 
     20272539     ECG4   2857 
     20272540     ECG4   2857 
     20272541     ECG4   2857 
     20272542     ECG4   2857 
     20272543     ECG4   2857 
     20272544     ECG4   2857 
     20272545     ECG4   2857 
     20272546     ECG4   2857 
     20272547     ECG4   2857 
     20272548     ECG4   2857 
     20272549     ECG4   2857 
     20272550     ECG4   2857 
     20272551     ECG4   2857 
     20272552     ECG4   2857 
     20272553     ECG4   2857 
     20272554     ECG1   3676 
     20272554     ECG2   3973 
     20272554     ECG3   1361 
     20272554     ECG4   2857 
     20298499     ECG1   3670 
     20298500     ECG1   3670 
     20298501     ECG1   3670 
     20298502     ECG1   3670 
     20298503     ECG1   3670 
     20298504     ECG1   3670 
     20298505     ECG1   3670 
     20298506     ECG1   3670 
     20298507     ECG1   3670 
     20298508     ECG1   3670 
     20298509     ECG1   3670 
     20298510     ECG1   3670 
     20298511     ECG1   3670 
     20298512     ECG1   3670 
     20298513     ECG1   3670 
     20298499     ECG2   2943 
     20298500     ECG2   2943 
     20298501     ECG2   2943 
     20298502     ECG2   2943 
     20298503     ECG2   2943 
     20298504     ECG2   2943 
     20298505     ECG2   2943 
     20298506     ECG2   2943 
     20298507     ECG2   2943 
     20298508     ECG2   2943 
     20298509     ECG2   2943 
     20298510     ECG2   2943 
     20298511     ECG2   2943 
     20298512     ECG2   2943 
     20298513     ECG2   2943 
     20298499     ECG3   3253 
     20298500     ECG3   3253 
     20298501     ECG3   3253 
     20298502     ECG3   3253 
     20298503     ECG3   3253 
     20298504     ECG3   3253 
     20298505     ECG3   3253 
     20298506     ECG3   3253 
     20298507     ECG3   3253 
     20298508     ECG3   3253 
     20298509     ECG3   3253 
     20298510     ECG3   3253 
     20298511     ECG3   3253 
     20298512     ECG3   3253 
     20298513     ECG3   3253 
     20298499     ECG4   3506 
     20298500     ECG4   3506 
     20298501     ECG4   3506 
     20298502     ECG4   3506 
     20298503     ECG4   3506 
     20298504     ECG4   3506 
     20298505     ECG4   3506 
     20298506     ECG4   3506 
     20298507     ECG4   3506 
     20298508     ECG4   3506 
     20298509     ECG4   3506 
     20298510     ECG4   3506 
     20298511     ECG4   3506 
     20298512     ECG4   3506 
     20298513     ECG4   3506 
     20298514     ECG1   3670 
     20298515     ECG1   3670 
     20298516     ECG1   3670 
     20298517     ECG1   3670 
     20298518     ECG1   3670 
     20298519     ECG1   3670 
     20298520     ECG1   3670 
     20298521     ECG1   3670 
     20298522     ECG1   3670 
     20298523     ECG1   3670 
     20298524     ECG1   3670 
     20298525     ECG1   3670 
     20298526     ECG1   3670 
     20298527     ECG1   3670 
     20298528     ECG1   3670 
     20298529     ECG1   3670 
     20298530     ECG1   3670 
     20298531     ECG1   3670 
     20298532     ECG1   3670 
     20298533     ECG1   3670 
     20298534     ECG1   3670 
     20298535     ECG1   3670 
     20298536     ECG1   3670 
     20298537     ECG1   3670 
     20298538     ECG1   3670 
     20298539     ECG1   3670 
     20298540     ECG1   3670 
     20298541     ECG1   3670 
     20298542     ECG1   3670 
     20298543     ECG1   3670 
     20298544     ECG1   3670 
     20298545     ECG1   3670 
     20298546     ECG1   3670 
     20298547     ECG1   3670 
     20298548     ECG1   3670 
     20298549     ECG1   3670 
     20298550     ECG1   3670 
     20298551     ECG1   3670 
     20298552     ECG1   3670 
     20298553     ECG1   3670 
     20298514     ECG2   2943 
     20298515     ECG2   2943 
     20298516     ECG2   2943 
     20298517     ECG2   2943 
     20298518     ECG2   2943 
     20298519     ECG2   2943 
     20298520     ECG2   2943 
     20298521     ECG2   2943 
     20298522     ECG2   2943 
     20298523     ECG2   2943 
     20298524     ECG2   2943 
     20298525     ECG2   2943 
     20298526     ECG2   2943 
     20298527     ECG2   2943 
     20298528     ECG2   2943 
     20298529     ECG2   2943 
     20298530     ECG2   2943 
     20298531     ECG2   2943 
     20298532     ECG2   2943 
     20298533     ECG2   2943 
     20298534     ECG2   2943 
     20298535     ECG2   2943 
     20298536     ECG2   2943 
     20298537     ECG2   2943 
     20298538     ECG2   2943 
     20298539     ECG2   2943 
     20298540     ECG2   2943 
     20298541     ECG2   2943 
     20298542     ECG2   2943 
     20298543     ECG2   2943 
     20298544     ECG2   2943 
     20298545     ECG2   2943 
     20298546     ECG2   2943 
     20298547     ECG2   2943 
     20298548     ECG2   2943 
     20298549     ECG2   2943 
     20298550     ECG2   2943 
     20298551     ECG2   2943 
     20298552     ECG2   2943 
     20298553     ECG2   2943 
     20298514     ECG3   3253 
     20298515     ECG3   3253 
     20298516     ECG3   3253 
     20298517     ECG3   3253 
     20298518     ECG3   3253 
     20298519     ECG3   3253 
     20298520     ECG3   3253 
     20298521     ECG3   3253 
     20298522     ECG3   3253 
     20298523     ECG3   3253 
     20298524     ECG3   3253 
     20298525     ECG3   3253 
     20298526     ECG3   3253 
     20298527     ECG3   3253 
     20298528     ECG3   3253 
     20298529     ECG3   3253 
     20298530     ECG3   3253 
     20298531     ECG3   3253 
     20298532     ECG3   3253 
     20298533     ECG3   3253 
     20298534     ECG3   3253 
     20298535     ECG3   3253 
     20298536     ECG3   3253 
     20298537     ECG3   3253 
     20298538     ECG3   3253 
     20298539     ECG3   3253 
     20298540     ECG3   3253 
     20298541     ECG3   3253 
     20298542     ECG3   3253 
     20298543     ECG3   3253 
     20298544     ECG3   3253 
     20298545     ECG3   3253 
     20298546     ECG3   3253 
     20298547     ECG3   3253 
     20298548     ECG3   3253 
     20298549     ECG3   3253 
     20298550     ECG3   3253 
     20298551     ECG3   3253 
     20298552     ECG3   3253 
     20298553     ECG3   3253 
     20298514     ECG4   3506 
     20298515     ECG4   3506 
     20298516     ECG4   3506 
     20298517     ECG4   3506 
     20298518     ECG4   3506 
     20298519     ECG4   3506 
     20298520     ECG4   3506 
     20298521     ECG4   3506 
     20298522     ECG4   3506 
     20298523     ECG4   3506 
     20298524     ECG4   3506 
     20298525     ECG4   3506 
     20298526     ECG4   3506 
     20298527     ECG4   3506 
     20298528     ECG4   3506 
     20298529     ECG4   3506 
     20298530     ECG4   3506 
     20298531     ECG4   3506 
     20298532     ECG4   3506 
     20298533     ECG4   3506 
     20298534     ECG4   3506 
     20298535     ECG4   3506 
     20298536     ECG4   3506 
     20298537     ECG4   3506 
     20298538     ECG4   3506 
     20298539     ECG4   3506 
     20298540     ECG4   3506 
     20298541     ECG4   3506 
     20298542     ECG4   3506 
     20298543     ECG4   3506 
     20298544     ECG4   3506 
     20298545     ECG4   3506 
     20298546     ECG4   3506 
     20298547     ECG4   3506 
     20298548     ECG4   3506 
     20298549     ECG4   3506 
     20298550     ECG4   3506 
     20298551     ECG4   3506 
     20298552     ECG4   3506 
     20298553     ECG4   3506 
     20298554     ECG1   3670 
     20298555     ECG1   3670 
     20298556     ECG1   3670 
     20298557     ECG1   3670 
     20298558     ECG1   3670 
     20298559     ECG1   3670 
     20298560     ECG1   3670 
     20298561     ECG1   3670 
     20298562     ECG1   3670 
     20298563     ECG1   3670 
     20298564     ECG1   3670 
     20298565     ECG1   3670 
     20298566     ECG1   3670 
     20298567     ECG1   3670 
     20298568     ECG1   3670 
     20298569     ECG1   3670 
     20298570     ECG1   3670 
     20298571     ECG1   3670 
     20298572     ECG1   3670 
     20298573     ECG1   3670 
     20298574     ECG1   3670 
     20298575     ECG1   3670 
     20298576     ECG1   3670 
     20298577     ECG1   3670 
     20298578     ECG1   3670 
     20298579     ECG1   3670 
     20298580     ECG1   3670 
     20298581     ECG1   3670 
     20298582     ECG1   3670 
     20298583     ECG1   3670 
     20298584     ECG1   3670 
     20298585     ECG1   3670 
     20298586     ECG1   3670 
     20298587     ECG1   3670 
     20298588     ECG1   3670 
     20298589     ECG1   3670 
     20298590     ECG1   3670 
     20298591     ECG1   3670 
     20298592     ECG1   3670 
     20298593     ECG1   3670 
     20298554     ECG2   2943 
     20298555     ECG2   2943 
     20298556     ECG2   2943 
     20298557     ECG2   2943 
     20298558     ECG2   2943 
     20298559     ECG2   2943 
     20298560     ECG2   2943 
     20298561     ECG2   2943 
     20298562     ECG2   2943 
     20298563     ECG2   2943 
     20298564     ECG2   2943 
     20298565     ECG2   2943 
     20298566     ECG2   2943 
     20298567     ECG2   2943 
     20298568     ECG2   2943 
     20298569     ECG2   2943 
     20298570     ECG2   2943 
     20298571     ECG2   2943 
     20298572     ECG2   2943 
     20298573     ECG2   2943 
     20298574     ECG2   2943 
     20298575     ECG2   2943 
     20298576     ECG2   2943 
     20298577     ECG2   2943 
     20298578     ECG2   2943 
     20298579     ECG2   2943 
     20298580     ECG2   2943 
     20298581     ECG2   2943 
     20298582     ECG2   2943 
     20298583     ECG2   2943 
     20298584     ECG2   2943 
     20298585     ECG2   2943 
     20298586     ECG2   2943 
     20298587     ECG2   2943 
     20298588     ECG2   2943 
     20298589     ECG2   2943 
     20298590     ECG2   2943 
     20298591     ECG2   2943 
     20298592     ECG2   2943 
     20298593     ECG2   2943 
     20298554     ECG3   3253 
     20298555     ECG3   3253 
     20298556     ECG3   3253 
     20298557     ECG3   3253 
     20298558     ECG3   3253 
     20298559     ECG3   3253 
